public_unit_id,vehicle_id,driver_id,terminal_id,speed_kmh,fuel_volume,satellite_amount,address,timestamp_utc,last_valid_navigation_timestamp,odometer_mileage,longitude,latitude,angle,engine_hours
0c7c5480-d46b-41c9-b7a6-15153fe46df7,Y982OO-799,07ae2e01-9bd6-4e8f-85c0-372b687c5659,53321c8c-60a0-4512-8a9a-358a6ab3821e,0.0,9.858585858585858,13,"Санкт-Петербург, Каменноостровский проспект, 15 литА",2026-05-15T07:20:05+00:00,2026-05-15T07:20:05+00:00,64096.0,30.31748,59.9600733,48.0,
15496638-f67f-4170-a300-6a965607ca02,А 230 КУ/550 RUS,,6956df90-ba97-4c80-821b-d0656bc5570a,0.0,20.09090909090909,12,"Батайск, улица Куйбышева, 126",2026-05-15T06:52:00+00:00,2026-05-15T06:52:00+00:00,26564.876092487608,39.7393681,47.141625499999996,0.0,
1d081b43-c7e1-48a0-8d48-6cd97f723de8,Т671КР31(ТМ),,0306b2a1-ebb8-443a-ac37-456c2056a6fa,0.0,96.0,0,,2026-05-15T07:07:15+00:00,,1413905.375,34.453673333333334,53.209581666666665,289.0,
203f2a64-e628-4b54-aa08-724b9a55702a,С725АТ159(ТМ),,8c06205a-93a8-4e95-a11a-7f31f4f84d6e,0.0,,19,"Соликамск, улица Нефтяников, 29",2026-05-15T02:09:04+00:00,2026-05-15T02:09:04+00:00,60215.25390625,56.79181166666667,59.62638666666667,112.0,
39806354-3224-44fa-b475-edc1ae8e41a0,В 693 ЕО/550 RUS,5f5b58bc-69f7-45f6-ae53-2b69310f7296,088c3ab0-65ac-4e26-a6ff-acfe04d66552,0.0,46.0,0,,2026-05-04T15:25:14+00:00,,79717.0,39.9087533,47.7898146,353.0,
4733730f-4465-47c3-9e2a-137373cd6c52,О802УЕ198,,ed22b110-93cf-4e66-8fd6-8666d69d586a,0.0,,11,Пискаревка,2026-05-15T03:02:32+00:00,2026-05-15T03:02:32+00:00,50052.80078125,30.439053333333334,59.97725666666667,163.0,
7da860ea-ff5b-4fbb-a5d0-f89a8d3953b6,А910АА123,,b72430ae-18b2-4b36-85c7-c41742dcabd1,14.538199424743652,,9,"Кутаис, Новая улица, 1",2026-05-15T07:25:04+00:00,2026-05-15T07:25:04+00:00,,39.29785833333333,44.512903333333334,319.0,
