public_unit_id,vehicle_id,status,first_timestamp,first_fuel_level,last_timestamp,last_fuel_level,delta_fuel_level
39806354-3224-44fa-b475-edc1ae8e41a0,В 693 ЕО/550 RUS,success,2026-05-04T08:24:46+03:00,21.0,2026-05-04T18:17:57+03:00,46.0,25.0
15496638-f67f-4170-a300-6a965607ca02,А 230 КУ/550 RUS,success,2026-05-04T09:35:31+03:00,20.09090909090909,2026-05-10T17:00:29+03:00,20.636363636363637,0.5454545454545467
203f2a64-e628-4b54-aa08-724b9a55702a,С725АТ159(ТМ),failureNoSettings,,,,,
4733730f-4465-47c3-9e2a-137373cd6c52,О802УЕ198,failureNoSettings,,,,,
0c7c5480-d46b-41c9-b7a6-15153fe46df7,Y982OO-799,success,2026-05-04T07:11:36+03:00,12.06060606060606,2026-05-10T10:40:59+03:00,23.07070707070707,11.010101010101009
1d081b43-c7e1-48a0-8d48-6cd97f723de8,Т671КР31(ТМ),success,2026-05-04T03:30:48+03:00,66.0,2026-05-10T17:01:51+03:00,41.0,-25.0
7da860ea-ff5b-4fbb-a5d0-f89a8d3953b6,А910АА123,failureNoSettings,,,,,
