dataset_vehicle_code,alarm_id,telemetry_id,video_file_id,channel,created_at_utc,event_type,event_begin_utc,event_end_utc,unit_id,unit_name,unit_state_number,expected_size_from_alarm_bytes,download_endpoint_attempted,local_path,download_status,size_bytes,download_http_status,content_type,server_filename,media_filename,media_relative_path,duration_seconds,video_width,video_height,video_codec
U126TK124,3059d92e-c668-4c58-b3dd-3326e1cd6a45,65f4f145-8502-46c1-a490-93425a21e146,945f4086-45bb-4bdb-90dd-78ee27555753,5,2026-05-18T22:01:03.922546Z,Drowsiness,2026-05-18T22:00:39Z,2026-05-18T22:00:46Z,b93acd8d-6546-4571-8b58-dbbde1f4b3e0,У126ТК124,У126ТК124,1163826,GET https://vasign.skai.online/media-files/data/{video_file_id},datasets/media/video_events/U126TK124__202605182200__Drowsiness__alarm_3059d92e__ch5__945f4086-45bb-4bdb-90dd-78ee27555753.mp4,downloaded,1163826,200,video/mp4,,U126TK124__202605182200__Drowsiness__alarm_3059d92e__ch5__945f4086-45bb-4bdb-90dd-78ee27555753.mp4,datasets/media/video_events/U126TK124__202605182200__Drowsiness__alarm_3059d92e__ch5__945f4086-45bb-4bdb-90dd-78ee27555753.mp4,12.075000,360,640,h264
U126TK124,46b542d1-1ba3-4997-9496-9f0859a9bc30,a10fe441-356f-48f2-b96e-647614117dd1,683f24f3-1802-4463-a751-140310993c8e,5,2026-05-18T21:57:45.543619Z,Drowsiness,2026-05-18T21:56:19Z,2026-05-18T21:56:26Z,b93acd8d-6546-4571-8b58-dbbde1f4b3e0,У126ТК124,У126ТК124,1470610,GET https://vasign.skai.online/media-files/data/{video_file_id},datasets/media/video_events/U126TK124__202605182156__Drowsiness__alarm_46b542d1__ch5__683f24f3-1802-4463-a751-140310993c8e.mp4,downloaded,1470610,200,video/mp4,,U126TK124__202605182156__Drowsiness__alarm_46b542d1__ch5__683f24f3-1802-4463-a751-140310993c8e.mp4,datasets/media/video_events/U126TK124__202605182156__Drowsiness__alarm_46b542d1__ch5__683f24f3-1802-4463-a751-140310993c8e.mp4,12.075000,360,640,h264
U126TK124,0605028d-a8f9-4237-a9dd-c5d0b70d10cd,f57ac5fb-02bb-4337-9795-478ecde9d5f8,f7516c60-a8e8-4500-9cf6-b44d5e335fd6,5,2026-05-18T21:57:45.196345Z,Drowsiness,2026-05-18T21:54:59Z,2026-05-18T21:55:06Z,b93acd8d-6546-4571-8b58-dbbde1f4b3e0,У126ТК124,У126ТК124,1401282,GET https://vasign.skai.online/media-files/data/{video_file_id},datasets/media/video_events/U126TK124__202605182154__Drowsiness__alarm_0605028d__ch5__f7516c60-a8e8-4500-9cf6-b44d5e335fd6.mp4,downloaded,1401282,200,video/mp4,,U126TK124__202605182154__Drowsiness__alarm_0605028d__ch5__f7516c60-a8e8-4500-9cf6-b44d5e335fd6.mp4,datasets/media/video_events/U126TK124__202605182154__Drowsiness__alarm_0605028d__ch5__f7516c60-a8e8-4500-9cf6-b44d5e335fd6.mp4,12.076000,360,640,h264
U126TK124,122f8e75-9edf-4db8-839e-5de6b29bd45b,7afc23cd-3779-492a-8d1d-78a1847542ca,16366d00-da0c-4b66-b1c5-b9c198ed93bd,5,2026-05-18T21:57:45.513395Z,Drowsiness,2026-05-18T21:53:15Z,2026-05-18T21:53:22Z,b93acd8d-6546-4571-8b58-dbbde1f4b3e0,У126ТК124,У126ТК124,1209298,GET https://vasign.skai.online/media-files/data/{video_file_id},datasets/media/video_events/U126TK124__202605182153__Drowsiness__alarm_122f8e75__ch5__16366d00-da0c-4b66-b1c5-b9c198ed93bd.mp4,downloaded,1209298,200,video/mp4,,U126TK124__202605182153__Drowsiness__alarm_122f8e75__ch5__16366d00-da0c-4b66-b1c5-b9c198ed93bd.mp4,datasets/media/video_events/U126TK124__202605182153__Drowsiness__alarm_122f8e75__ch5__16366d00-da0c-4b66-b1c5-b9c198ed93bd.mp4,12.075000,360,640,h264
U126TK124,661adc32-0b32-490b-836e-6b1f0da537cf,57403f15-8581-4e97-aca6-bdb6555c6d59,42d3c2a7-1c1a-4990-9496-c39c48bc8984,5,2026-05-18T21:57:43.931883Z,Drowsiness,2026-05-18T21:49:14Z,2026-05-18T21:49:21Z,b93acd8d-6546-4571-8b58-dbbde1f4b3e0,У126ТК124,У126ТК124,1309718,GET https://vasign.skai.online/media-files/data/{video_file_id},datasets/media/video_events/U126TK124__202605182149__Drowsiness__alarm_661adc32__ch5__42d3c2a7-1c1a-4990-9496-c39c48bc8984.mp4,downloaded,1309718,200,video/mp4,,U126TK124__202605182149__Drowsiness__alarm_661adc32__ch5__42d3c2a7-1c1a-4990-9496-c39c48bc8984.mp4,datasets/media/video_events/U126TK124__202605182149__Drowsiness__alarm_661adc32__ch5__42d3c2a7-1c1a-4990-9496-c39c48bc8984.mp4,10.076000,360,640,h264
U126TK124,6e0414ee-ac4c-4278-a129-afbc076aa99a,955db2c4-395c-40f9-9fc5-bc7885334831,c389b6d8-3127-4d12-80ff-8c91d7090b97,5,2026-05-18T21:57:43.944291Z,Drowsiness,2026-05-18T21:46:26Z,2026-05-18T21:46:33Z,b93acd8d-6546-4571-8b58-dbbde1f4b3e0,У126ТК124,У126ТК124,1160086,GET https://vasign.skai.online/media-files/data/{video_file_id},datasets/media/video_events/U126TK124__202605182146__Drowsiness__alarm_6e0414ee__ch5__c389b6d8-3127-4d12-80ff-8c91d7090b97.mp4,downloaded,1160086,200,video/mp4,,U126TK124__202605182146__Drowsiness__alarm_6e0414ee__ch5__c389b6d8-3127-4d12-80ff-8c91d7090b97.mp4,datasets/media/video_events/U126TK124__202605182146__Drowsiness__alarm_6e0414ee__ch5__c389b6d8-3127-4d12-80ff-8c91d7090b97.mp4,10.076000,360,640,h264
